,index,chronicle,hover,raw_location,belong_date,true_place,address,geonames_id,lat,lng,country,chronicle_loc,chronicle_loc_bin
10,#facs_25_line_4,1795_Mege_Loef,"<br>Een Brief van d'Heer Drossard uijt <b>'s Bosch</b> per Expressen aen de Magistraet alhier aengekomen zo tot hun narigt als geruststelling, zijnde verders van inhoud als dat de zaeken wel stonden - als dat Kockx met de zijnen gisteren avond op dato 8 hunne belangens in een wijtloopig schrift hadden ingedient - dat besloten was twee Leden van 't Centraal aldaer zelfs hier na toe te komen om de zaeken te onderzoeken, zullende medebrengen een publicatie om verdere rustverstooringen te verhoeden, en dat er Copie van hun Adresse zal gegeven worden enz., waarop in naam van voorzeide Magistraet en teffens uyt verzoek van Lucia, welke ook een brief bekomen had, ik datelijk geantwoord heb.<br><br>dito<br><br>s'avonds de drie voorzeide Clubisten van<b> 's Bosch</b> t'huijs gekomen.<br><br>11 dito<br><br>de Heer Drossard enz. uyt<b> s'Bosch</b> geretourneerd, hebbende medegebragt zo het origineelen als deszelfs Copien van 't geene de Clubisten in 't Centaal à <b>'s Bosch </b>op den 8 dezer hadden ingediend, zijnde aen dezelve ook overgegeven de Adressen door de Heer Drossard ingediend, zijnde de Eerste een Adres van omstreeks 20 fol. en een memorie van 22 bladzijdes, dat vermoedelijk door P.v.d.Coolwijk, en 't ander door den Drossard en Ad.v.Ommeren geschreven.<br>",'s Bosch,1795-03-09,Den Bosch,'s-Hertogenbosch,2747351.0,51.69917,5.30417,Netherlands,Megen,False
11,#facs_25_line_8,1795_Mege_Loef,"<br>s'avonds de drie voorzeide Clubisten van<b> 's Bosch</b> t'huijs gekomen.<br><br>11 dito<br><br>de Heer Drossard enz. uyt<b> s'Bosch</b> geretourneerd, hebbende medegebragt zo het origineelen als deszelfs Copien van 't geene de Clubisten in 't Centaal à <b>'s Bosch </b>op den 8 dezer hadden ingediend, zijnde aen dezelve ook overgegeven de Adressen door de Heer Drossard ingediend, zijnde de Eerste een Adres van omstreeks 20 fol. en een memorie van 22 bladzijdes, dat vermoedelijk door P.v.d.Coolwijk, en 't ander door den Drossard en Ad.v.Ommeren geschreven.<br><br>12 dito<br><br>S'avonds de gecommitteerde Leden van het Centraal à <b>'s Bosch</b> Storm en v.der Does met een Secretaris alhier gearriveerd, ten einde om de noodige Informatien over het tegenwoordige verschil zelve te opnemen, zijnde in <b>'t Patersklooster</b> gelogeerd.<br>",'s Bosch,1795-03-11,Den Bosch,'s-Hertogenbosch,2747351.0,51.69917,5.30417,Netherlands,Megen,False
12,#facs_1_line_3,1795_Zalt_Kist,"1794.<br><br>Den 21 September, Zondag. - Na den middag arriveerde bij den heer Ganderheiden de heer Polder uit<b> den Bosch</b> met vrouw, kinderen en meiden, welke berichten, dat <b>'s Bosch</b> eersdaags zou worden gecerneerd en beschoten en dat hij daarom raadzaam had geoordeeld de stad te verlaten.<br><br>'s Avonds bij den heer Scherlenski geweest om afscheid te nemen.<br><br>Den 22 September. - Het vluchten begon nu zeer sterk te worden. De heer Scherlenski, zuster, meid en meidsmoeder naar <b>Rotterdam</b> vertrokken, gelijk ook den heer Tierens en vrouw. De drukte van pakken en verzenden was verbazend groot.<br>",'s Bosch,1794-09-21,Den Bosch,'s-Hertogenbosch,2747351.0,51.69917,5.30417,Netherlands,Zaltbommel,False
13,#facs_1_line_15,1795_Zalt_Kist,"<br>Den 23 September. - De drukte van pakken, het maken van pakkisten ging dag en nacht voort. Vele fatzoendelijkelieden hadden schepen voor zich afgehuurd, welken buiten de bedongen vrachtlonen dagelijks een ducaat leggeld hadden.<br><br>De captein Thooft en vrouw vertrokken.<br><br>Woensdag den 24 September. - De bidstond te <b>Gameren</b> voor Ds. Hoogland waargenomen; te <b>Gameren </b>ook alles in ongerustheid. De kerk vol. Thuis komende vond ik den heer Verhellouw uit <b>'s Bosch,</b> die er 's Maandaags met een commissie naar <b>Creveceur</b> noch was uitgekomen, met voornemen om er 's avonds weder in te zijn. Dan dien zelven middag wierd <b>het fort Orten</b> ingenomen, <b>'s Bosch </b>ingesloten en dus de toegang onmogelijk gemaakt. Hij had geen ordre op zijne zaken kunnen stellen, wijl hij vast meende weer te keren, en het was diezelve reden, dat hij zo slegt was voorzien van geld, dat wij zijn E. nog vier gulden bijzette.<br><br>Deze dag vertrokken de juffrouw de Rouville, de juffrouw de Root uit de <b>Vogelzank</b> en <b>Nieuwstraat</b> en noch vele anderen.<br><br>'s Avonds bij Mr. Vermeulen geweest om afscheid te nemen.<br>Donderdag den 25 September. - Deze dag vertrokken de familie van den rechter Vermeulen, Dr. Verzijl en mevr. Vermeulen van het Kerkhov, den Dodder, Warreman, Mulkhuizen, vrouw Van der Kaay, Heynen en vele anderen.",'s Bosch,1794-09-24,Den Bosch,'s-Hertogenbosch,2747351.0,51.69917,5.30417,Netherlands,Zaltbommel,False
14,#facs_6_line_11,1795_Zalt_Kist,"<br>Tegen den avond hoorde men wederom geweldig schieten, zodat onze ramen rammelden en het soms was, alsof het donderde.<br><br>Den 6 October. - Het schieten heeft den gehelen nagt geweldig aangehouden.<br><br>Het stormde uit den zuidwesten, zodat men noch niet weet, of zulks bij <b>Heusden</b> of bij<b> 's Bosch </b>of bij beiden zij voorgevallen.<br><br>Ook wierden er 400 Engelschen ontscheept en in de stad gebracht en gelegd in manége en brakken, terwijl de ruiters bij de burgerij werden ingequartierd.<br><br>Den 7 October. - Deze nacht is het guarnisoen van <b>St. Andries</b> doorgetrokken en heeft eenig geweld gepleegd aan<b> de Oenzelsche poort</b>, welke nevens de barrièren gesloten (was), en gedreigd den poortier, die weigerde te openen, daarvoor te zullen straffen.<br>",'s Bosch,1794-10-06,Den Bosch,'s-Hertogenbosch,2747351.0,51.69917,5.30417,Netherlands,Zaltbommel,False
15,#facs_9_line_3,1795_Zalt_Kist,"Den 12 October, Zondag. - 's Morgens wierden er een 20 timmerlieden en veel hout naar <b>St. Andries </b>gezonden om de brug, die men enige dagen te voren had afgebrand, wederom te herstellen. De timmerlieden, die van het fort kwamen, getuigden nimmer zulk ene verwoesting te hebben gezien, als door de Engelsche wierd aangericht; dat niet alleen bij de herneming der schans de huizen veel beschadigd waren, maar dat de goederen der inwoneren, welke door de Fransen niet geroovd of geplunderd waren, die er slegs enige mondbehoevten van genomen hadden, nu door de Engelsche ingepakt en medegevoerd wierden; dat de bedden wierden in stukken gesneden en alles geroovd, hetwelk men voorzeker van geallieerde troupen niet zou verwagten.<br><br>De tijding kwam van het overgaan van<b> 's Bosch,</b> doch werd niet geloovd.<br>Den 13 October. - De Engelsche generaal Abercrumby, aan welken de regering<b> het huis van den procureur van Es in de Gaststraat</b> had aangewezen en behoorlijk gemeubileerd, verkoos niet in hetzelve te blijven, maar vond goed <b>het huis van den heer Gevers in het klooster</b> te verkiezen, hetwelk hij verlangde dat van de nodige meubelen, hout en turv, hooy en haver zou voorzien worden. Ook maakte men zich zonder complimenten meester van de stal van burgemeester Verzijl. Met één woord: de regering zowel als de ingezetenen stonden onder Engelsche heerschappij.<br><br>Des ochtend kwam Ds. Fredrichs ons berichten, dat er goede tijdingen waren: dat <b>'s Bosch</b> verlaten was door de Fransen; dat men over <b>Hedel </b>Hollandsche cavallery gezien had. Dan enige ogenblikken daarna ontving ik een briev van Ewald  uit <b>Arnhem</b>, daarin berichtende, dat er een officier uit<b> 's Bosch</b> daar was aangekomen met de tijding, dat<b> 's Bosch</b> bij capitulatie was overgegaan, en scheen te geloven, dat wij die tijding reeds een dag of drie eer zouden gehad hebben. Zodat <b>'s Bosch </b>zeker reeds den 6 of 7 October is overgegaan. Wonderlijk dat men op zulk eene korte distantie omtrent zulk eene gewichtige gebeurtenis zo weinig geinformeerd was.<br><br>Ewald verzogt mij tegelijk, dat ik het afsterven van den momboir Schrasserd aan zijn zoon den ritmeester zou bekend maken. Die heer was daarover zeer aangedaan.<br><br>Zonderling liep het ook op de meeste dorpen met de wapening der boeren en landlieden af. Zondag den 12 kwam de erfprins met professor Tollius aan<b> het huis van Ds. van Vuyren , predikant te Varick</b>, alwaar de regeringen van <b>Varik</b>, <b>Zenewijnen</b>,<b> Ophemert </b>etc. geconvoceerd waren. De professor en Zijn Hoogheid stelde de noodzakelijkheid der wapening voor. De schout van <b>Ophemert</b> antwoordt, dat hij voor zijn eigen persoon daarop zou kunnen antwoorden, maar daar hij gemerkt had, dat het eene vrijwillige wapening wezen zou, dus voor de ingezetenen van zijn dorp niet kan antwoorden; dat het die hooft voor hooft diende gevraagd te worden. De schout van<b> Varick</b> zijn hov bij de prins willende maken, zeide, dat, schoon hij boven de jaren was, dat hij echter de wapenen wilde opvatten. Een arbeider, welke achter den prins stond, dit horende, zeide: ‘Dat meugdgij doen, schout, maar ik geev den bruy van de wapening.’ De prins, dat hoorende, zeide, dat de man spreken zou en de redenen opgeven, waarom hij tegen de wapening was. Hij andwoorde, dat, wanneer het er op aankwam, boeren zich beter met een riek of gavel dan met een snaphaan konden verdedigen, ‘en daarbij, je Hoogheid’, zeide hij, ‘zo moeten wij vier dagen in de week aan de batterijen werken, daar wij niets voor ontvangen. Den Engelschen eten onze aardappelen al op; waar zullen wij onze vrouwen en kinderen van onderhouden?’ De prins wilde iets (tusschen)beiden zeggen, maar de arbeider zeide: ‘Hou stil, je Hoogheid, totdat ik uitgesproken heb. Ziedaar’, zei hij, zijn been opligtend, ‘dat is het enige paar schoenen, dat ik hebbe, en ik heb ze op gevaar van mijn leven gisteren uit de handen van die dieven van Engelsche moeten houden, en zou ik dan nog de wapen opnemen?’ De professor repliceerde, dat niet alleen hij, maar alle inwooners en ook de prins en hij, professor, door den oorlog ongelukkig waren. Maar de boer zey: ‘Houw, mijnheer, je bent een rijk man en met en koets met vier peerden hier gekomen en, wanneer het er op aan kwam, zoud gij U biezen pakken en er ons voor laten zitten.’<br>",'s Bosch,1794-10-13,Den Bosch,'s-Hertogenbosch,2747351.0,51.69917,5.30417,Netherlands,Zaltbommel,False
16,#facs_30_line_12,1795_Zalt_Kist,"<br>Den 7 Februarij. - Er kwamen vele koetzen en wagens aan van<b> Utrecht</b>, waarin 57 emigranten, meest vrouwen, welken op <b>het stadhuis</b> en <b>in het huis van Glode </b>den nagt doorbragten.<br><br>Er kwamen ook vele troepen, zodat er overal inquartiering kwam, maar wij raakten gelukkig vrij.<br><br>Den 8 Februarij, Zondag. - Het weder geheel veranderd, sterke dooy en regen. De straten zeer glad, hetwelk noch verscheide menschen uit <b>de kerk</b> hield. De emigranten vertrokken naar<b> 's Bosch</b>.<br><br>Den 9 Februarij. - Zeer sterke dooy. Regen en wind.<br><br>De Virieu als lid der municipaliteit naar<b> 's Hage </b>vertrokken om in de Generaliteits Rekenkamer cessie te nemen.<br>",'s Bosch,1795-02-08,Den Bosch,'s-Hertogenbosch,2747351.0,51.69917,5.30417,Netherlands,Zaltbommel,False
17,#facs_8_line_18,1795_Zalt_Kist,"<br>Den 11 October. - De canonneerboten zijn tusschen den 10 en 11den naar <b>St. Andries </b>gezeild en tegen den middag kwam hier de tijding, dat <b>St. Andries </b>wederom hernomen was. Omtrent<b> 's Hertogenbosch</b> waren er noch verscheiden gissingen. Met betrekking tot <b>St. Andries</b> vernam men nader, dat het met 24 man Fransen bezet was, dat dezelve driemaal geschoten hebben, waardoor een musketier gekwest is; dat van onze kant, zo van<b> de Rossumsche weerden</b>, de canonneerboten als de Hedelsche batterijen, meer dan 100 maal op de ledige schans geschoten is, terwijl men eindelijk wel verzekerd, dat er niemand meer te vinden was, de schans innam.<br><br>Den 12 October, Zondag. - 's Morgens wierden er een 20 timmerlieden en veel hout naar <b>St. Andries </b>gezonden om de brug, die men enige dagen te voren had afgebrand, wederom te herstellen. De timmerlieden, die van het fort kwamen, getuigden nimmer zulk ene verwoesting te hebben gezien, als door de Engelsche wierd aangericht; dat niet alleen bij de herneming der schans de huizen veel beschadigd waren, maar dat de goederen der inwoneren, welke door de Fransen niet geroovd of geplunderd waren, die er slegs enige mondbehoevten van genomen hadden, nu door de Engelsche ingepakt en medegevoerd wierden; dat de bedden wierden in stukken gesneden en alles geroovd, hetwelk men voorzeker van geallieerde troupen niet zou verwagten.<br><br>De tijding kwam van het overgaan van<b> 's Bosch,</b> doch werd niet geloovd.<br>Den 13 October. - De Engelsche generaal Abercrumby, aan welken de regering<b> het huis van den procureur van Es in de Gaststraat</b> had aangewezen en behoorlijk gemeubileerd, verkoos niet in hetzelve te blijven, maar vond goed <b>het huis van den heer Gevers in het klooster</b> te verkiezen, hetwelk hij verlangde dat van de nodige meubelen, hout en turv, hooy en haver zou voorzien worden. Ook maakte men zich zonder complimenten meester van de stal van burgemeester Verzijl. Met één woord: de regering zowel als de ingezetenen stonden onder Engelsche heerschappij.<br><br>Des ochtend kwam Ds. Fredrichs ons berichten, dat er goede tijdingen waren: dat <b>'s Bosch</b> verlaten was door de Fransen; dat men over <b>Hedel </b>Hollandsche cavallery gezien had. Dan enige ogenblikken daarna ontving ik een briev van Ewald  uit <b>Arnhem</b>, daarin berichtende, dat er een officier uit<b> 's Bosch</b> daar was aangekomen met de tijding, dat<b> 's Bosch</b> bij capitulatie was overgegaan, en scheen te geloven, dat wij die tijding reeds een dag of drie eer zouden gehad hebben. Zodat <b>'s Bosch </b>zeker reeds den 6 of 7 October is overgegaan. Wonderlijk dat men op zulk eene korte distantie omtrent zulk eene gewichtige gebeurtenis zo weinig geinformeerd was.<br><br>Ewald verzogt mij tegelijk, dat ik het afsterven van den momboir Schrasserd aan zijn zoon den ritmeester zou bekend maken. Die heer was daarover zeer aangedaan.","'s Bosch,",1794-10-12,Den Bosch,'s-Hertogenbosch,2747351.0,51.69917,5.30417,Netherlands,Zaltbommel,False
18,#facs_12_line_7,1795_Zalt_Kist,"<br>Den 26 October, Zondag. - Ons Engelsch guarnizoen kreeg orde om des anderen daags uit te trekken naar den kant van <b>Nijmegen</b>.<br><br>De Engelschen waren 's avonds en 's nags bezig met pakken, hetwelk niet zonder rumoer toeging, en hier en daar rusie.<br><br>De heer Palier kreeg en briev uit <b>'s Bosch,</b> dat het daar alles best was en dat hij maar schielijk moest overkomen. Waarop die heer 's anderen daags resolveerde te vertrekken.<br><br>Ook zijn de twee inwoonders van<b> Heerewaarde</b> op voorspraak van den heer van Ermel wederom ontslagen.<br><br>Den 27 October. - Ten zeven uure trok ons Engelsch guarnisoen uit, daartegen kwamen hier vele Hollandsche troepen binnen. Ook marcheerden de Hollandsche gardes en een battaljon van Douglas naar <b>de Maas</b>. De Engelsche zieken, die konden vervoerd worden, wierden in de schepen gebracht.<br>","'s Bosch,",1794-10-26,Den Bosch,'s-Hertogenbosch,2747351.0,51.69917,5.30417,Netherlands,Zaltbommel,False
19,#facs_133_r2l40,1796_Purm_Louw_04,"potectie<br>U Ed: Goedwill: Vriendt<br>W: Pr: van Orange<br>Ter Ordann: van Zijne Hooghd<br>P: J: de Larreij,<br>in <b>'S Gravenh:</b><br>den 14 April<br>1788.<br>'t Adres was aan Burgemren en  Regeerders<br>der Stad <b>Purmerende</b>;<br>222.",'S Gravenh:,1788-04-14,Den Haag,The Hague,2747373.0,52.07667,4.29861,Netherlands,Purmerend,False
20,#facs_23_r1l7,1796_Purm_Louw_05,"1788<br>27 Meij¬<br>de Schutters, de daarbij vermelde<br>Eeden afnemen, en hun dus in<br>derzelve functiën te stellen,<br>Gedaan in<b> 'S Gravenh:</b>, den 24 Maij 1788<br>(Geteekend) : W: Pr van Orange,<br>(Lager stond)<br>Ter ordonn: van Z: Hoogheij#<br>Was geteekend<br>P: J: de Larreij",'S Gravenh:,1788-05-27,Den Haag,The Hague,2747373.0,52.07667,4.29861,Netherlands,Purmerend,False
